CRS_DPT_CD,CRS_NO,CRS_MIN_CDT,CRS_MAX_CDT,CRS_CREDITVARIABLE,CRS_SHORTTITLE,CRS_LONGTITLE,CRS_DESCRIPTION,CRS_STARTTERM,CRS_ENDTERM,CRS_CREDITVECTOR,ADMIN_CAMPUS_CD,CRS_LEVEL,CRS_GRADE_TYPE,CRS_CRSE_TYP_CD,Pre-requisites,Core-requisites,CRS_DUPLICATES,CRS_DUPLNOTE,CRS_CRSE_REF_CD,CRS_FACL_APPR_DT,CRS_SNTE_APPR_DT,SEC_SES
ARCH,411,3.0,3.0,,MTRL&MTHD CONSTR,Materials and Methods of Construction,"An investigation of building materials and systems considering design objectives, environmental conditions, historical context, regulatory controls, and economic constraints. The major building systems of light wood frame, steel, and concrete and the technical and expressive opportunities inherent in each. Credit will be granted for only one of ARCH 411 or DES 232. Restricted to B.En.D. students.",2014W,,,UBC,U,PCNT,ACAD,,,,,, 04/23/2014, 04/23/2014,2018W
ARCH,437,3.0,3.0,,GEOM MODEL,Geometric Modeling,"Advanced modeling, rendering and image processing applications; the construction of geometric models, their viewing transformations, light and material attributes; mapping and rendering are introduced. Credit will be granted for one of ARCH 437, ARCH 517 or DES 212. Restricted to B.En.D. students.",2014W,,,UBC,U,PCNT,ACAD,,,,,, 04/23/2014, 04/23/2014,2018W
ARCH,500,9.0,9.0,,ARCH DESIGN,Architectural Design Studio I,"A series of projects focusing on conceptual development, design synthesis, principles of typology, organization and representation.",2015W,,,UBC,G,PCNT,ACAD,ARCH502,,,,, 05/01/2015, 06/04/2015,2018W
ARCH,501,9.0,9.0,,ARCH DESIGN II,Architectural Design Studio II,,2015W,,,UBC,G,PCNT,ACAD,ARCH 500.,,,,, 05/01/2015, 06/04/2015,2018W
ARCH,502,2.0,2.0,,INTRO WORKSHOP,Introductory Workshop,Commences in August the two weeks prior to Labour Day. Enrolment mandatory for all incoming students. A non-refundable fee will charged to cover expenses. Credit will be granted for only one of ARCH 502 or LARC 511.,2015W,,,UBC,G,PASS,ACAD,,,,,, 05/01/2015, 06/04/2015,2018W
ARCH,504,3.0,9.0,d,ARCH HIST I,Topics in Architectural History I (Pre-1900),"History of architecture in the pre-1900 time period. Technological, political, social, and economic changes that have influenced architecture and related fields.",2017W,,,UBC,G,PCNT,ACAD,,,,,, 12/01/2016, 07/17/2017,2018W
ARCH,505,3.0,9.0,d,ARCH HIST II,Topics in Architectural History II (1900-Present),"History of architecture in the post-1900 time period. Technological, political, social, and economic changes which have influenced architecture and related fields.",2017W,,,UBC,G,PCNT,ACAD,,,,,, 12/01/2016, 07/17/2017,2018W
ARCH,511,3.0,3.0,,ARCH TECHNOL I,Architectural Technology I,"Architectural technology, including materials and methods, construction types, and building system integration. Strong emphasis on enclosure performance with focus on smaller buildings and light wood framing construction.",2014W,,,UBC,G,PCNT,ACAD,,,,,, 05/23/2014, 05/23/2014,2018W
ARCH,512,3.0,3.0,,STRUCTURES I,Structures I,"Quantitative and qualitative means for understanding of statics, materials and flow of force through a structure.",2014W,,,UBC,G,PCNT,ACAD,,,,,, 05/23/2014, 05/23/2014,2018W
ARCH,513,3.0,3.0,,ENVIR SYS&CNTR I,Environmental Systems and Controls I,"Building form and fabric considerations to assure appropriate thermal, luminous, sonic, and atmospheric conditions within buildings.",2014W,,,UBC,G,PCNT,ACAD,,,,,, 05/23/2014, 05/23/2014,2018W
ARCH,515,3.0,3.0,,DESIGN MEDIA I,Design Media I,"Foundations of manual and digital skills and concepts employing a variety of subjects, techniques and software. Credit will be granted for only one of ARCH 515, DES 211 or ENDS 320.",2015W,,,UBC,G,PCNT,ACAD,,,,,, 05/01/2015, 06/04/2015,2018W
ARCH,517,3.0,3.0,,DESIGN MEDIA II,Design Media II,"Intermediate manual and digital skills and concepts employing a variety of subjects, techniques and software. Credit will be granted for only one of ARCH 517, ARCH 437 or DES 212.",2015W,,,UBC,G,PCNT,ACAD,ARCH 515.,,,,, 05/01/2015, 06/04/2015,2018W
ARCH,520,9.0,9.0,,ARCH DESIGN III,Architectural Design Studio III,,2015W,,,UBC,G,PCNT,ACAD,ARCH 501.,,,,, 05/01/2015, 06/04/2015,2018W
ARCH,521,9.0,9.0,,ARCH DESIGN IV,Architectural Design Studio IV,,2015W,,,UBC,G,PCNT,ACAD,"All of ARCH 500, ARCH 501, ARCH 520, ARCH 511, ARCH 512, ARCH 513, ARCH 531.",,,,, 05/01/2015, 06/04/2015,2018W
ARCH,523,3.0,3.0,,CNTMPRY THEORIES,Contemporary Theories in Architecture,Theoretical propositions and their built manifestations.,2014W,,,UBC,G,PCNT,ACAD,"All of ARCH 504, ARCH 505.",,,,, 05/23/2014, 05/23/2014,2018W
ARCH,531,3.0,3.0,,ARCH TECHNOL II,Architectural Technology II,"Analysis and design of advanced assemblies. Integration of multiple building systems within a wide range of construction types, and more complex enclosures in a variety of climatic conditions. Emphasis on technical performance, durability and sustainability.",2014W,,,UBC,G,PCNT,ACAD,ARCH511,,,,, 05/23/2014, 05/23/2014,2018W
ARCH,532,3.0,3.0,,ARCH STRUCT II,Architectural Structures II,"Complex multi-span and continuous systems: effective material configuration, approximate methods of analysis, selection of appropriate structural systems, earthquake configuration and high rises.",2014W,,,UBC,G,PCNT,ACAD,ARCH512,,,,, 05/23/2014, 05/23/2014,2018W
ARCH,533,3.0,3.0,,ENVR SYS&CNTR II,Environmental Systems and Controls II,Mechanical and electrical services of buildings and their integration with architectural form and fabric.,2014W,,,UBC,G,PCNT,ACAD,ARCH513,,,,, 05/23/2014, 05/23/2014,2018W
ARCH,538,3.0,9.0,d,ARCH ABROAD,Study of Architecture Abroad,More than one section may be taken concurrently.,1995S,,,UBC,G,PCNT,ACAD,,,,,, 03/23/1995, 04/01/1995,2018W
ARCH,539,9.0,9.0,,ARCH DSGN ABROAD,Architectural Design Abroad,Design studio component of term-long study abroad offering.,2015W,,,UBC,G,PCNT,ACAD,"all of ARCH500, ARCH501",ARCH538,,,, 05/01/2015, 06/04/2015,2018W
ARCH,540,9.0,9.0,,ARCH DESIGN V,Architectural Design Studio V,,2015W,,,UBC,G,PCNT,ACAD,ARCH 521.,,,,, 05/01/2015, 06/04/2015,2018W
ARCH,541,3.0,3.0,,PROFSNL PRACTICE,Professional Practice,"Ethical, legal and business context of professional practice, including contracts, project management.",2015W,,,UBC,G,PCNT,ACAD,,,,,, 05/01/2015, 06/04/2015,2018W
ARCH,544,3.0,6.0,d,SEMINR ARCHTECTR,Seminar in Architecture,An exploration of selected topics in architecture. Enrolment is limited to facilitate discussion.,2015W,,,UBC,G,PCNT,ACAD,,,,,, 05/01/2015, 06/04/2015,2018W
ARCH,545,3.0,6.0,d,DRECTD STDY ARCH,Directed Studies in Architecture,Directed research and exploration of selected topics in architecture.,2015W,,,UBC,G,PCNT,ACAD,,,,,, 05/01/2015, 06/04/2015,2018W
ARCH,548,3.0,3.0,,GRAD PROJECT  I,Graduate Project Part I,Preparation of a graduation design project including literature review.,2015W,,,UBC,G,PCNT,ACAD, (Completion of all second-year requirements.),,,,, 05/01/2015, 06/04/2015,2018W
ARCH,549,9.0,9.0,,GRAD PROJECT II,Graduate Project Part II,"Design component, completion, and defense of the graduation design project.",2015W,,,UBC,G,PCNT,ACAD,ARCH548  (and no more than 18 credits outstanding beyond ARCH 549),,,,, 05/01/2015, 06/04/2015,2018W
ARCH,551,3.0,3.0,,COMM CONSTRUC,Communicating Construction,"Understanding the role, composition, organization, and conventions of the formal documentation necessary for communication of an architectural design to those undertaking the construction.",2016W,,,UBC,G,PCNT,ACAD,"All of ARCH 511, ARCH 512.",,,,, 03/31/2016, 07/18/2016,2018W
ARCH,555,3.0,9.0,d,CO-OP EDUC,Co-operative Education,"Approved and supervised work experience in an established company or organization for a minimum of one academic term. 
Technical report required.",2011W,,,UBC,G,PASS,ACAD,,,,,, 03/22/2018, 06/12/2018,2018W
ARCH,556,3.0,3.0,,CO-OP WORK 2,Co-op Work Placement 2,Approved and supervised work experience for a minimum of 4 months. Technical report required. Restricted to students admitted to the Architecture Co-op Education Program.,2005W,2018W,,UBC,G,PASS,ACAD,ARCH555,,,,, 11/27/2005, 11/27/2005,2018W
ARCH,568,3.0,3.0,,RESEARCH METHODS,Research Methods,Contemporary concerns and issues associated with research in architecture and landscape architecture.,2015W,,,UBC,G,PCNT,ACAD,,,,,, 05/01/2015, 06/04/2015,2018W
ARCH,571,3.0,6.0,d,SEMNR TECH ANYLS,Seminar: Technology and Analysis,Topics across a range of building material and construction technology-based subject matter.,2015W,,,UBC,G,PCNT,ACAD,"All of ARCH 511, ARCH 512, ARCH 531.",,,,, 05/01/2015, 06/04/2015,2018W
ARCH,573,3.0,12.0,d,SMNR ENVRNMN STD,Seminar: Environmental Studies,An investigation of specialized environmental topics concerning theory and the practice of architecture.,2015W,,,UBC,G,PCNT,ACAD,ARCH513,,,,, 05/01/2015, 06/04/2015,2018W
ARCH,574,3.0,3.0,,GRN BLD CNTMP PR,Green Building Contemporary Practice,"Enhanced building environmental performance and the integration of green building principles, strategies and technologies.",2016W,,,UBC,G,PCNT,ACAD,,,HPB501,,, 03/03/2016, 05/02/2016,2018W
ARCH,575,3.0,3.0,,REGEN DVLPMNT,Regenerative Development,The relationship between human and natural systems in the context of regenerative design. Provides an understanding of how regenerative approaches differ from green design and how they can offer new insights and directions for design.,2016W,,,UBC,G,PCNT,ACAD,,,HPB502,,, 03/03/2016, 05/02/2016,2018W
ARCH,597,3.0,6.0,d,SPECIAL TOPICS,Special Topics,Individual or small group study of special topics.,1993W,,,UBC,G,PCNT,ACAD,,,,,, 02/24/1993, 04/21/1993,2018W
ARCH,598,12.0,12.0,,RESEARCH THESIS,Research Thesis,Restricted to M.A.S.A. candidates.,2015W,,,UBC,G,PCNT,ACAD,,,,,, 05/01/2015, 06/04/2015,2018W
ARCL,103,3.0,3.0,,INTR ARCHAEOLOGY,Introduction to Archaeology,"Survey of world archaeology, from the emergence of humankind to the beginning of state societies.",2014W,,,UBC,U,PCNT,ACAD,,,,,, 02/13/2014, 06/02/2014,2018W
ARCL,140,3.0,3.0,,ORGN HUMANITY,Bones: The Origins of Humanity,The origin and evolution of the human lineage and the emergence of human biological and cultural traits with emphasis on the fossil record before the Pleistocene. Credit will be granted for only one of ARCL 140 or ANTH 225.,2014W,,,UBC,U,PCNT,ACAD,,,,,, 02/13/2014, 05/14/2014,2018W
ARCL,203,3.0,3.0,,ARCHAEOLOGY MTHD,Archaeological Methods,Introduces the methods and principles applied in anthropological archaeology and cultural-historical research.,2014W,,,UBC,U,PCNT,ACAD,,,,,, 02/13/2014, 06/02/2014,2018W
ARCL,204,3.0,3.0,,GRT ARCH DISCOV,Great Archaeological Discoveries,An examination of some momentous discoveries in archaeology that have shaped our knowledge of the ancient world and the history of humanity.,2014W,,,UBC,U,PCNT,ACAD,,,,,, 02/13/2014, 05/14/2014,2018W
ARCL,228,3.0,3.0,,FORENSIC ANTHRO,Forensic Anthropology,"The application of methods from biological anthropology and archaeology to the identification, recovery, and analysis of skeletal remains from crime scenes, mass disasters, and unexplained deaths.",2014W,,,UBC,U,PCNT,ACAD,,,,,, 02/13/2014, 06/02/2014,2018W
ARCL,232,3.0,3.0,,ANCIENT LTN AMER,Ancient Latin America,"The archaeology of ancient Mexico, Central and South America, highlighting recent discoveries about the emergence and growth of civilizations such as the Aztecs, Maya, Zapotec, Inca, Chimor and their ancestors.",2014W,,,UBC,U,PCNT,ACAD,,,,,, 02/13/2014, 06/02/2014,2018W
ARCL,305,3.0,3.0,,ARCHLGY INTRPRET,Archaeological Interpretation,"Current theoretical developments explored through the practice of archaeology. Examples drawn from a range of times and places focusing on emerging technologies, food production, colonial encounters and culture contact, materiality and symbolic systems, social inequality and complexity, and human-environmental interactions.",2014W,,,UBC,U,PCNT,ACAD,ARCL 203.,,,,, 02/13/2014, 06/02/2014,2018W
ARCL,309,3.0,3.0,,ARCH COLAPS&SUST,The Archaeology of Collapse and Sustainability,An evaluation of the issues of sustainability and collapse of ecological and social systems through the archaeological study of the past.,2014W,,,UBC,U,PCNT,ACAD,,,,,, 02/13/2014, 05/14/2014,2018W
ARCL,318,3.0,3.0,,ARC HUNT-GTH-FOR,Archaeology of Hunter-Gatherer-Forager-Societies,"Early hunter-gatherer-forager societies, spanning the period from the emergence of the first tool-using hominins to the origins of agriculture.",2014W,,,UBC,U,PCNT,ACAD,,,,,, 02/13/2014, 06/02/2014,2018W
ARCL,322,3.0,3.0,,ARCHEOL FNDTNS,Archaeological Foundations of East and Southeast Asia,"Survey of the archaeology of East and Southeast Asia, with an emphasis on the beginnings of the economic, social, political, and artistic traditions and systems of the great civilizations, and the conditions in which they arose. Theories of cultural development emphasizing Neolithic and state-level societies will be discussed.",2014W,,,UBC,U,PCNT,ACAD,,,,,, 02/13/2014, 06/02/2014,2018W
ARCL,325,3.0,6.0,d,PALEOANTHRO,Paleoanthropology,"Origin and development of the hominins; the hominin fossil record, and theories relating to hominin evolution.",2014W,,,UBC,U,PCNT,ACAD,ARCL 140.,,,,, 02/13/2014, 06/02/2014,2018W
ARCL,326,3.0,3.0,,PRIMATOLOGY,Primatology,"A comprehensive survey of primates, with emphasis on evolution, ecology, social organization,  social behaviour, and field studies.",2014W,,,UBC,U,PCNT,ACAD,ARCL 140.,,,,, 02/13/2014, 06/02/2014,2018W
ARCL,405,3.0,3.0,,ARCH&ANTH MAPPNG,Archaeological and Anthropological Mapping,Current methods in mapping spatial information in archaeology and related subfields of anthropology.,2014W,,,UBC,U,PCNT,ACAD,,,,,, 02/13/2014, 06/02/2014,2018W
ARCL,419,3.0,3.0,,ARCHAOLOGY DEATH,The Archaeology of Death,"A survey of methods, theory, and case-studies in mortuary archaeology.",2014W,,,UBC,U,PCNT,ACAD,ARCL 203.,,,,, 02/13/2014, 05/14/2014,2018W
ARCL,420,3.0,6.0,d,1ST NTN ARCH  BC,First Nations Archaeology of British Columbia,An advanced study of the prehistoric archaeology of coastal and interior Native Peoples. A critical analysis of the archaeological evidence and interpretations of prehistoric cultural developments from the earliest migrations up to historical contact.,2014W,,,UBC,U,PCNT,ACAD,,,,,, 02/13/2014, 06/02/2014,2018W
ARCL,424,3.0,6.0,d,PRCTING ARCHOLGY,Practicing Archaeology and the Management of Cultural Resources,"Survey of the use of archaeology in the public context and interest, particularly the identification, evaluation, conservation, and management of archaeological resources.  Laws and policies, principles, methods, and ethical concerns guiding current practices, public involvement, relationships with indigenous communities, and contemporary issues in cultural resources management.",2014W,,,UBC,U,PCNT,ACAD,ARCL 203.,,,,, 02/13/2014, 03/08/2014,2018W
ARCL,425,3.0,3.0,,PALEODIET,Paleodiet,The archaeological evidence for the change of human diets over time and the methods used to reconstruct past diets.,2018W,,,UBC,U,PCNT,ACAD,,,,,, 02/15/2018, 02/27/2018,2018W
ARST,500,3.0,3.0,,INFO TECH&ARCHVS,Information Technology and Archives,,2007W,,,UBC,G,PCNT,ACAD,,,,,, 06/14/2006, 02/27/2007,2018W
ARST,510,3.0,3.0,,ARCHIVAL DPLMTCS,Archival Diplomatics,,1999S,,,UBC,G,PCNT,ACAD,,,,,, 03/23/1999, 05/19/1999,2018W
ARST,515,3.0,3.0,,ARR/DESC ARCH,Arrangement and Description of Archives,,2002W,,,UBC,G,PCNT,ACAD,,,,,, 05/14/2001, 01/23/2002,2018W
ARST,516,3.0,3.0,,MGMT CURR RECRDS,Management of Current Records,,1999S,,,UBC,G,PCNT,ACAD,,,,,, 03/23/1999, 05/19/1999,2018W
ARST,520,3.0,3.0,,SEL&ACQ ARCH DOC,Selection and Acquisition of Archival Documents,,1994W,,,UBC,G,PCNT,ACAD,,,,,, 12/02/1993, 01/19/1994,2018W
ARST,540,3.0,3.0,,ARCH PUBLIC SERV,Archival Public Services,,1994W,,,UBC,G,PCNT,ACAD,,,,,, 12/02/1993, 01/19/1994,2018W
ARST,545,3.0,3.0,,ADVANCD ARC DOCS,Advanced Arrangement and Description of Archival Documents,,2007W,,,UBC,G,PCNT,ACAD,,,,,, 07/26/2006, 02/27/2007,2018W
ARST,550,3.0,3.0,,AUD&NON-TXT ARCH,Management of Audiovisual and Non-textual Archives,,2007W,,,UBC,G,PCNT,ACAD,,,,,, 06/14/2006, 02/28/2007,2018W
ARST,554,3.0,3.0,,DATABASE DESIGN,Database Design,,1999S,,,UBC,G,PCNT,ACAD,,,,,, 03/23/1999, 05/19/1999,2018W
ARST,555,3.0,3.0,,PRESRV DIG RECDS,The Preservation of Digital Records,,2007W,,,UBC,G,PCNT,ACAD,,,,,, 06/14/2006, 02/28/2007,2018W
ARST,556,1.0,12.0,d,TPCS ARCH AUTMTN,Topics in Archival Automation,,2009W,,,UBC,G,PCNT,ACAD,,,,,, 02/04/2009, 10/01/2009,2018W
ARST,560,3.0,3.0,,RCRDS&INFO GOVRN,Records and Information Governance,,2013S,,,UBC,G,PCNT,ACAD,,,,,, 10/16/2012, 04/17/2013,2018W
ARST,565,3.0,3.0,,FOIP&PRIV RCRDS,Administering Records under Freedom of Information and Protection of Privacy Legislation,,2013S,,,UBC,G,PCNT,ACAD,,,,,, 10/16/2012, 02/13/2013,2018W
ARST,570,3.0,3.0,,MANGMT INFO ORGS,Management of Information Organizations,,2006W,,,UBC,G,PCNT,ACAD,,,LIBR504,,, 03/23/2006, 03/23/2006,2018W
ARST,573,3.0,3.0,,ARCH SYS & PROF,Archival Systems and the Profession,,2007W,,,UBC,G,PCNT,ACAD,,,,,, 07/26/2006, 02/28/2007,2018W
ARST,575,1.0,12.0,d,TPCS MGMT RECRDS,Topics in the Management of Records,,2009W,,,UBC,G,PCNT,ACAD,,,,,, 02/04/2009, 10/01/2009,2018W
ARST,580,3.0,3.0,,RCRDS&ARCHVS LAW,"Records, Archives, and the Law",,2013S,,,UBC,G,PCNT,ACAD,,,,,, 10/16/2012, 02/13/2013,2018W
ARST,587,3.0,3.0,,PRESERVATION,Preservation,,1994W,,,UBC,G,PCNT,ACAD,,,LIBR587,,, 12/02/1993, 01/19/1994,2018W
ARST,592,3.0,6.0,c,DIRECTED RES PRJ,Directed Research Project,,1994W,,,UBC,G,PCNT,ACAD,ARST590,,,,, 12/02/1993, 01/19/1994,2018W
ARST,594,3.0,6.0,c,DIRECTED STUDY,Directed Study,,1994W,,,UBC,G,PCNT,ACAD,,,,,, 12/02/1993, 01/19/1994,2018W
ARST,595,3.0,3.0,,INTERNSHIP,Internship,,1998S,,,UBC,G,PASS,ACAD,,,,,, 12/04/1997, 01/21/1998,2018W
ARST,596,3.0,3.0,,PROF EXPERIENCE,Professional Experience,Project-based experience undertaken with a faculty associate occupying a minimum of ten hours a week for 12 consecutive weeks or the equivalent time. Evaluation: Pass/Fail.,1996W,,,UBC,G,PASS,ACAD, (24 credits in the program are required.),,,,, 03/26/1996, 05/15/1996,2018W
ARST,599,6.0,12.0,d,THESIS,Thesis,,2000W,,,UBC,G,PCNT,ACAD,,,,,, 03/31/2000, 03/31/2000,2018W
ARTH,101,3.0,3.0,,WAYS OF SEEING,Ways of Seeing: Introduction to Visual Studies,"Drawing on examples from across history and around the world, this course deals with the role of the visual in society, culture, and everyday experience.",2015W,,,UBC,U,PCNT,ACAD,,,,,, 03/31/2015, 05/13/2015,2018W
ARTH,102,3.0,3.0,,CRISIS & CONTRAD,Crisis and Contradiction in Art and the Built Environment,Concepts and issues critical to the understanding of art and its histories in a global context.,2015W,,,UBC,U,PCNT,ACAD,,,,,, 03/31/2015, 05/13/2015,2018W
ARTH,225,3.0,3.0,,PRE 1600 EUR,Art in Europe to the Sixteenth Century,"A selective survey of painting, sculpture, and architecture.",2015S,,,UBC,U,PCNT,ACAD,,,,,, 05/07/2015, 05/25/2015,2018W
ARTH,226,3.0,3.0,,ART GLOB EXPAN,Art in an Era of Global Expansion,"A selective survey of painting, sculpture, and architecture from the 16th century to the emergence of the modern era.",2017S,,,UBC,U,PCNT,ACAD,,,,,, 10/20/2016, 01/19/2017,2018W
ARTH,227,3.0,3.0,,VIS ENV MOD&POST,Art and the Visual Environment in the Modern and Post-modern Periods,"A selective survey of visual art, architecture and other visual media since 1900.",2007W,,,UBC,U,PCNT,ACAD,,,,,, 05/18/2007, 05/18/2007,2018W
ARTH,262,3.0,3.0,,AMER INDIG ART,Indigenous Arts of North America,A survey of the artistic production by Indigenous peoples of North America from pre-contact times to the present.,2018W,,,UBC,U,PCNT,ACAD,,,,,, 02/15/2018, 02/26/2018,2018W
ARTH,300,3.0,3.0,,ART HX METHODS,Seminar on Methods and Approaches in Art History,"Theories, problems, and literature in the study of art history. Required of all Major and Honours students in art history.",2003S,,,UBC,U,PCNT,ACAD,,,,,, 10/28/2002, 12/02/2002,2018W
